waypoint,kind,east_m,north_m,lat,lon,yaw_rad,lookahead_m,speed_mps,local_radius_m
808,connector,-4.223,-4.819,40.485584004,-80.332475078,1.328006,1.50,0.50,1.900
809,connector,-4.103,-4.335,40.485588382,-80.332473662,1.591164,1.50,0.50,1.900
810,connector,-4.113,-3.837,40.485592892,-80.332473782,1.854322,1.50,0.50,1.900
811,connector,-4.253,-3.358,40.485597222,-80.332475429,2.117479,1.50,0.50,1.900
812,connector,-4.512,-2.932,40.485601075,-80.332478490,2.380637,1.50,0.50,1.900
813,connector,-4.873,-2.588,40.485604185,-80.332482755,2.643795,1.50,0.50,1.900
814,connector,-5.311,-2.350,40.485606339,-80.332487929,2.906953,1.50,0.50,1.900
815,connector,-5.796,-2.234,40.485607387,-80.332493656,3.170111,1.50,0.50,1.900
816,connector,-6.294,-2.249,40.485607259,-80.332499542,3.433269,1.50,0.50,1.900
817,connector,-6.772,-2.392,40.485605962,-80.332505182,3.696427,1.50,0.50,1.900
818,connector,-7.196,-2.655,40.485603586,-80.332510187,3.959585,1.50,0.50,1.900
819,connector,-7.536,-3.018,40.485600294,-80.332514213,4.222743,1.50,0.50,1.900
820,connector,-7.771,-3.458,40.485596314,-80.332516982,4.485901,1.50,0.50,1.900
821,connector,-7.883,-3.944,40.485591919,-80.332518304,4.749058,1.50,0.50,1.900
822,connector,-7.865,-4.442,40.485587412,-80.332518089,5.012216,1.50,0.50,1.900
823,connector,-7.717,-4.919,40.485583103,-80.332516349,5.275374,1.50,0.50,1.900
824,connector,-7.451,-5.340,40.485579289,-80.332513207,5.538532,1.50,0.50,1.900
825,connector,-7.085,-5.678,40.485576232,-80.332508877,5.761245,1.50,0.50,1.900
826,connector,-6.785,-5.851,40.485574672,-80.332505336,5.720800,1.50,0.50,10.440
827,connector,-6.363,-6.116,40.485572267,-80.332500354,5.457642,1.50,0.50,1.900
828,connector,-6.025,-6.483,40.485568953,-80.332496361,5.194484,1.50,0.50,1.900
829,connector,-5.794,-6.925,40.485564957,-80.332493631,5.018547,1.50,0.50,1.900
830,connector,-5.743,-7.085,40.485563503,-80.332493031,4.974188,1.50,0.50,7.496
831,stripe,-5.615,-7.565,40.485559165,-80.332491513,4.974188,3.00,0.75,
832,stripe,-5.486,-8.044,40.485554827,-80.332489996,4.974188,3.00,0.75,
833,stripe,-5.358,-8.524,40.485550489,-80.332488478,4.974188,3.00,0.75,
834,stripe,-5.229,-9.003,40.485546151,-80.332486961,4.974188,3.00,0.75,
835,stripe,-5.101,-9.483,40.485541813,-80.332485443,4.974188,3.00,0.75,
836,stripe,-4.972,-9.962,40.485537476,-80.332483926,4.974188,3.00,0.75,
837,stripe,-4.844,-10.442,40.485533138,-80.332482408,4.974188,3.00,0.75,
838,stripe,-4.715,-10.921,40.485528800,-80.332480891,4.974188,3.00,0.75,
839,stripe,-4.587,-11.401,40.485524462,-80.332479373,4.974188,3.00,0.75,
840,stripe,-4.458,-11.880,40.485520124,-80.332477856,4.974188,3.00,0.75,
841,stripe,-4.330,-12.360,40.485515786,-80.332476338,4.974188,3.00,0.75,
842,stripe,-4.201,-12.839,40.485511448,-80.332474821,4.974188,3.00,0.75,
843,stripe,-4.073,-13.319,40.485507110,-80.332473303,4.974188,3.00,0.75,
844,stripe,-3.944,-13.798,40.485502772,-80.332471785,4.974188,3.00,0.75,
845,stripe,-3.816,-14.278,40.485498434,-80.332470268,4.974188,3.00,0.75,
846,stripe,-3.687,-14.757,40.485494097,-80.332468750,4.974188,3.00,0.75,
847,stripe,-3.559,-15.237,40.485489759,-80.332467233,4.974188,3.00,0.75,
848,stripe,-3.430,-15.716,40.485485421,-80.332465715,4.974188,3.00,0.75,
849,stripe,-3.302,-16.196,40.485481083,-80.332464198,4.974188,3.00,0.75,
850,stripe,-3.173,-16.676,40.485476745,-80.332462680,4.974188,3.00,0.75,
851,stripe,-3.045,-17.155,40.485472407,-80.332461163,4.974188,3.00,0.75,
852,stripe,-2.916,-17.635,40.485468069,-80.332459645,4.974188,3.00,0.75,
853,stripe,-2.788,-18.114,40.485463731,-80.332458128,4.974188,3.00,0.75,
854,stripe,-2.659,-18.594,40.485459393,-80.332456610,4.974188,3.00,0.75,
855,stripe,-2.531,-19.073,40.485455055,-80.332455093,4.974188,3.00,0.75,
856,stripe,-2.402,-19.553,40.485450718,-80.332453575,4.974188,3.00,0.75,
857,stripe,-2.274,-20.032,40.485446380,-80.332452058,4.974188,3.00,0.75,
858,stripe,-2.145,-20.512,40.485442042,-80.332450540,4.974188,3.00,0.75,
859,stripe,-2.017,-20.991,40.485437704,-80.332449022,4.974188,3.00,0.75,
860,stripe,-1.888,-21.471,40.485433366,-80.332447505,4.974188,3.00,0.75,
861,stripe,-1.760,-21.950,40.485429028,-80.332445987,4.974188,3.00,0.75,
862,stripe,-1.632,-22.430,40.485424690,-80.332444470,4.974188,3.00,0.75,
863,stripe,-1.503,-22.909,40.485420352,-80.332442952,4.974188,3.00,0.75,
864,stripe,-1.375,-23.389,40.485416014,-80.332441435,4.974188,3.00,0.75,
865,stripe,-1.246,-23.868,40.485411676,-80.332439917,4.974188,3.00,0.75,
866,stripe,-1.118,-24.348,40.485407339,-80.332438400,4.974188,3.00,0.75,
867,stripe,-0.989,-24.827,40.485403001,-80.332436882,4.974188,3.00,0.75,
868,stripe,-0.861,-25.307,40.485398663,-80.332435365,4.974188,3.00,0.75,
869,stripe,-0.732,-25.786,40.485394325,-80.332433847,4.974188,3.00,0.75,
870,stripe,-0.604,-26.266,40.485389987,-80.332432330,4.974188,3.00,0.75,
871,stripe,-0.475,-26.745,40.485385649,-80.332430812,5.105767,3.00,0.75,3.784
872,connector,-0.284,-27.206,40.485381483,-80.332428555,5.368925,1.50,0.50,1.900
873,connector,0.020,-27.601,40.485377911,-80.332424961,5.632083,1.50,0.50,1.900
874,connector,0.417,-27.903,40.485375177,-80.332420277,5.819646,1.50,0.50,1.900
875,connector,0.607,-27.998,40.485374317,-80.332418030,5.744052,1.50,0.50,4.706
876,connector,1.035,-28.254,40.485372002,-80.332412977,5.480894,1.50,0.50,1.900
877,connector,1.381,-28.612,40.485368759,-80.332408884,5.217736,1.50,0.50,1.900
878,connector,1.623,-29.049,40.485364813,-80.332406034,4.954578,1.50,0.50,1.900
879,connector,1.742,-29.533,40.485360434,-80.332404621,4.691420,1.50,0.50,1.900
880,connector,1.732,-30.031,40.485355925,-80.332404745,4.428263,1.50,0.50,1.900
881,connector,1.592,-30.510,40.485351595,-80.332406396,4.165105,1.50,0.50,1.900
882,connector,1.333,-30.935,40.485347744,-80.332409460,3.901947,1.50,0.50,1.900
883,connector,0.971,-31.279,40.485344636,-80.332413727,3.638789,1.50,0.50,1.900
884,connector,0.533,-31.517,40.485342484,-80.332418902,3.375631,1.50,0.50,1.900
885,connector,0.048,-31.632,40.485341438,-80.332424630,3.112473,1.50,0.50,1.900
886,connector,-0.450,-31.618,40.485341570,-80.332430516,2.849315,1.50,0.50,1.900
887,connector,-0.928,-31.474,40.485342869,-80.332436155,2.586157,1.50,0.50,1.900
888,connector,-1.351,-31.211,40.485345248,-80.332441158,2.322999,1.50,0.50,1.900
889,connector,-1.692,-30.847,40.485348541,-80.332445181,2.059841,1.50,0.50,1.900
890,connector,-1.926,-30.407,40.485352522,-80.332447948,1.796684,1.50,0.50,1.900
891,connector,-2.038,-29.921,40.485356918,-80.332449267,1.533526,1.50,0.50,1.900
892,connector,-2.019,-29.423,40.485361425,-80.332449047,1.270368,1.50,0.50,1.900
893,connector,-1.872,-28.947,40.485365733,-80.332447305,1.047671,1.50,0.50,1.900
894,connector,-1.699,-28.647,40.485368443,-80.332445264,1.088133,1.50,0.50,10.435
895,connector,-1.467,-28.206,40.485372438,-80.332442531,1.351291,1.50,0.50,1.900
896,connector,-1.359,-27.719,40.485376840,-80.332441249,1.614448,1.50,0.50,1.900
897,connector,-1.381,-27.221,40.485381346,-80.332441506,1.789312,1.50,0.50,1.900
898,connector,-1.416,-27.060,40.485382798,-80.332441927,1.832596,1.50,0.50,7.666
899,stripe,-1.545,-26.578,40.485387160,-80.332443453,1.832596,3.00,0.75,
900,stripe,-1.675,-26.096,40.485391521,-80.332444979,1.832596,3.00,0.75,
901,stripe,-1.804,-25.614,40.485395883,-80.332446505,1.832596,3.00,0.75,
902,stripe,-1.933,-25.132,40.485400245,-80.332448030,1.832596,3.00,0.75,
903,stripe,-2.062,-24.650,40.485404606,-80.332449556,1.832596,3.00,0.75,
904,stripe,-2.191,-24.168,40.485408968,-80.332451082,1.832596,3.00,0.75,
905,stripe,-2.321,-23.685,40.485413330,-80.332452608,1.832596,3.00,0.75,
906,stripe,-2.450,-23.203,40.485417691,-80.332454134,1.832596,3.00,0.75,
907,stripe,-2.579,-22.721,40.485422053,-80.332455660,1.832596,3.00,0.75,
908,stripe,-2.708,-22.239,40.485426415,-80.332457186,1.832596,3.00,0.75,
909,stripe,-2.837,-21.757,40.485430776,-80.332458711,1.832596,3.00,0.75,
910,stripe,-2.966,-21.275,40.485435138,-80.332460237,1.832596,3.00,0.75,
911,stripe,-3.096,-20.793,40.485439500,-80.332461763,1.832596,3.00,0.75,
912,stripe,-3.225,-20.310,40.485443861,-80.332463289,1.832596,3.00,0.75,
913,stripe,-3.354,-19.828,40.485448223,-80.332464815,1.832596,3.00,0.75,
914,stripe,-3.483,-19.346,40.485452585,-80.332466341,1.832596,3.00,0.75,
915,stripe,-3.612,-18.864,40.485456946,-80.332467867,1.832596,3.00,0.75,
916,stripe,-3.742,-18.382,40.485461308,-80.332469392,1.832596,3.00,0.75,
917,stripe,-3.871,-17.900,40.485465670,-80.332470918,1.832596,3.00,0.75,
918,stripe,-4.000,-17.418,40.485470031,-80.332472444,1.832596,3.00,0.75,
919,stripe,-4.129,-16.936,40.485474393,-80.332473970,1.832596,3.00,0.75,
920,stripe,-4.258,-16.453,40.485478754,-80.332475496,1.832596,3.00,0.75,
921,stripe,-4.388,-15.971,40.485483116,-80.332477022,1.832596,3.00,0.75,
922,stripe,-4.517,-15.489,40.485487478,-80.332478547,1.832596,3.00,0.75,
923,stripe,-4.646,-15.007,40.485491839,-80.332480073,1.832596,3.00,0.75,
924,stripe,-4.775,-14.525,40.485496201,-80.332481599,1.832596,3.00,0.75,
925,stripe,-4.904,-14.043,40.485500563,-80.332483125,1.832596,3.00,0.75,
926,stripe,-5.034,-13.561,40.485504924,-80.332484651,1.832596,3.00,0.75,
927,stripe,-5.163,-13.078,40.485509286,-80.332486177,1.832596,3.00,0.75,
928,stripe,-5.292,-12.596,40.485513648,-80.332487703,1.832596,3.00,0.75,
929,stripe,-5.421,-12.114,40.485518009,-80.332489228,1.832596,3.00,0.75,
930,stripe,-5.550,-11.632,40.485522371,-80.332490754,1.832596,3.00,0.75,
931,stripe,-5.679,-11.150,40.485526733,-80.332492280,1.832596,3.00,0.75,
932,stripe,-5.809,-10.668,40.485531094,-80.332493806,1.832596,3.00,0.75,
933,stripe,-5.938,-10.186,40.485535456,-80.332495332,1.832596,3.00,0.75,
934,stripe,-6.067,-9.703,40.485539818,-80.332496858,1.832596,3.00,0.75,
935,stripe,-6.196,-9.221,40.485544179,-80.332498384,1.832596,3.00,0.75,
936,stripe,-6.325,-8.739,40.485548541,-80.332499909,1.832596,3.00,0.75,
937,stripe,-6.455,-8.257,40.485552903,-80.332501435,1.832596,3.00,0.75,
938,stripe,-6.584,-7.775,40.485557264,-80.332502961,1.832596,3.00,0.75,
939,stripe,-6.713,-7.293,40.485561626,-80.332504487,1.701017,3.00,0.75,3.794
940,connector,-6.778,-6.798,40.485566098,-80.332505252,1.437859,1.50,0.50,1.900
941,connector,-6.712,-6.304,40.485570568,-80.332504471,1.174702,1.50,0.50,1.900
942,connector,-6.519,-5.844,40.485574729,-80.332502199,0.988197,1.50,0.50,1.900
943,connector,-6.404,-5.670,40.485576305,-80.332500844,1.064850,1.50,0.50,4.615
944,connector,-6.163,-5.234,40.485580250,-80.332497990,1.328007,1.50,0.50,1.900
945,connector,-6.043,-4.750,40.485584628,-80.332496574,1.591165,1.50,0.50,1.900
946,connector,-6.053,-4.252,40.485589138,-80.332496694,1.854323,1.50,0.50,1.900
947,connector,-6.193,-3.773,40.485593468,-80.332498341,2.117481,1.50,0.50,1.900
948,connector,-6.452,-3.347,40.485597321,-80.332501403,2.380639,1.50,0.50,1.900
949,connector,-6.813,-3.003,40.485600431,-80.332505667,2.643797,1.50,0.50,1.900
950,connector,-7.251,-2.765,40.485602585,-80.332510841,2.906955,1.50,0.50,1.900
951,connector,-7.736,-2.649,40.485603633,-80.332516568,3.170113,1.50,0.50,1.900
952,connector,-8.234,-2.664,40.485603505,-80.332522454,3.433271,1.50,0.50,1.900
953,connector,-8.712,-2.807,40.485602208,-80.332528094,3.696428,1.50,0.50,1.900
954,connector,-9.135,-3.070,40.485599832,-80.332533099,3.959586,1.50,0.50,1.900
955,connector,-9.476,-3.433,40.485596540,-80.332537125,4.222744,1.50,0.50,1.900
956,connector,-9.711,-3.873,40.485592560,-80.332539894,4.485902,1.50,0.50,1.900
957,connector,-9.823,-4.359,40.485588165,-80.332541217,4.749060,1.50,0.50,1.900
958,connector,-9.804,-4.857,40.485583658,-80.332541001,5.012218,1.50,0.50,1.900
959,connector,-9.657,-5.334,40.485579349,-80.332539261,5.275376,1.50,0.50,1.900
960,connector,-9.391,-5.755,40.485575535,-80.332536119,5.538534,1.50,0.50,1.900
961,connector,-9.024,-6.093,40.485572478,-80.332531789,5.761247,1.50,0.50,1.900
962,connector,-8.725,-6.266,40.485570918,-80.332528248,5.720802,1.50,0.50,10.440
963,connector,-8.303,-6.531,40.485568513,-80.332523266,5.457644,1.50,0.50,1.900
964,connector,-7.965,-6.898,40.485565199,-80.332519273,5.194486,1.50,0.50,1.900
965,connector,-7.734,-7.340,40.485561203,-80.332516543,5.018549,1.50,0.50,1.900
966,connector,-7.683,-7.500,40.485559749,-80.332515943,4.974190,1.50,0.50,7.423
967,stripe,-7.556,-7.973,40.485555468,-80.332514445,4.974190,3.00,0.75,
968,stripe,-7.429,-8.447,40.485551187,-80.332512948,4.974190,3.00,0.75,
969,stripe,-7.302,-8.920,40.485546906,-80.332511450,4.974190,3.00,0.75,
970,stripe,-7.176,-9.393,40.485542625,-80.332509952,4.974190,3.00,0.75,
971,stripe,-7.049,-9.866,40.485538344,-80.332508455,4.974190,3.00,0.75,
972,stripe,-6.922,-10.340,40.485534063,-80.332506957,4.974190,3.00,0.75,
973,stripe,-6.795,-10.813,40.485529782,-80.332505459,4.974190,3.00,0.75,
974,stripe,-6.668,-11.286,40.485525501,-80.332503962,4.974190,3.00,0.75,
975,stripe,-6.542,-11.759,40.485521220,-80.332502464,4.974190,3.00,0.75,
976,stripe,-6.415,-12.232,40.485516939,-80.332500967,4.974190,3.00,0.75,
977,stripe,-6.288,-12.706,40.485512658,-80.332499469,4.974190,3.00,0.75,
978,stripe,-6.161,-13.179,40.485508377,-80.332497971,4.974190,3.00,0.75,
979,stripe,-6.034,-13.652,40.485504096,-80.332496474,4.974190,3.00,0.75,
980,stripe,-5.908,-14.125,40.485499815,-80.332494976,4.974190,3.00,0.75,
981,stripe,-5.781,-14.599,40.485495534,-80.332493478,4.974190,3.00,0.75,
982,stripe,-5.654,-15.072,40.485491253,-80.332491981,4.974190,3.00,0.75,
983,stripe,-5.527,-15.545,40.485486972,-80.332490483,4.974190,3.00,0.75,
984,stripe,-5.400,-16.018,40.485482691,-80.332488985,4.974190,3.00,0.75,
985,stripe,-5.274,-16.491,40.485478410,-80.332487488,4.974190,3.00,0.75,
986,stripe,-5.147,-16.965,40.485474129,-80.332485990,4.974190,3.00,0.75,
987,stripe,-5.020,-17.438,40.485469848,-80.332484493,4.974190,3.00,0.75,
988,stripe,-4.893,-17.911,40.485465567,-80.332482995,4.974190,3.00,0.75,
989,stripe,-4.766,-18.384,40.485461286,-80.332481497,4.974190,3.00,0.75,
990,stripe,-4.640,-18.858,40.485457005,-80.332480000,4.974190,3.00,0.75,
991,stripe,-4.513,-19.331,40.485452724,-80.332478502,4.974190,3.00,0.75,
992,stripe,-4.386,-19.804,40.485448443,-80.332477004,4.974190,3.00,0.75,
993,stripe,-4.259,-20.277,40.485444162,-80.332475507,4.974190,3.00,0.75,
994,stripe,-4.132,-20.750,40.485439881,-80.332474009,4.974190,3.00,0.75,
995,stripe,-4.006,-21.224,40.485435600,-80.332472511,4.974190,3.00,0.75,
996,stripe,-3.879,-21.697,40.485431319,-80.332471014,4.974190,3.00,0.75,
997,stripe,-3.752,-22.170,40.485427038,-80.332469516,4.974190,3.00,0.75,
998,stripe,-3.625,-22.643,40.485422757,-80.332468018,4.974190,3.00,0.75,
999,stripe,-3.498,-23.117,40.485418476,-80.332466521,4.974190,3.00,0.75,
1000,stripe,-3.372,-23.590,40.485414195,-80.332465023,4.974190,3.00,0.75,
1001,stripe,-3.245,-24.063,40.485409914,-80.332463526,4.974190,3.00,0.75,
1002,stripe,-3.118,-24.536,40.485405633,-80.332462028,4.974190,3.00,0.75,
1003,stripe,-2.991,-25.009,40.485401352,-80.332460530,4.974190,3.00,0.75,
1004,stripe,-2.864,-25.483,40.485397071,-80.332459033,4.974190,3.00,0.75,
1005,stripe,-2.738,-25.956,40.485392790,-80.332457535,4.974190,3.00,0.75,
1006,stripe,-2.611,-26.429,40.485388509,-80.332456037,4.974190,3.00,0.75,
1007,stripe,-2.484,-26.902,40.485384228,-80.332454540,4.974190,3.00,0.75,
1008,stripe,-2.357,-27.376,40.485379947,-80.332453042,5.105769,3.00,0.75,3.759
1009,connector,-2.166,-27.836,40.485375781,-80.332450785,5.368927,1.50,0.50,1.900
1010,connector,-1.862,-28.231,40.485372209,-80.332447191,5.632085,1.50,0.50,1.900
1011,connector,-1.465,-28.533,40.485369475,-80.332442507,5.819646,1.50,0.50,1.900
1012,connector,-1.275,-28.628,40.485368615,-80.332440261,5.744050,1.50,0.50,4.705
1013,connector,-0.847,-28.884,40.485366300,-80.332435207,5.480892,1.50,0.50,1.900
1014,connector,-0.501,-29.243,40.485363057,-80.332431114,5.217734,1.50,0.50,1.900
1015,connector,-0.259,-29.679,40.485359111,-80.332428264,4.954576,1.50,0.50,1.900
1016,connector,-0.140,-30.163,40.485354732,-80.332426852,4.691418,1.50,0.50,1.900
1017,connector,-0.150,-30.661,40.485350223,-80.332426975,4.428261,1.50,0.50,1.900
1018,connector,-0.290,-31.140,40.485345893,-80.332428626,4.165103,1.50,0.50,1.900
1019,connector,-0.549,-31.566,40.485342042,-80.332431690,3.901945,1.50,0.50,1.900
1020,connector,-0.911,-31.909,40.485338934,-80.332435957,3.638787,1.50,0.50,1.900
1021,connector,-1.349,-32.147,40.485336782,-80.332441132,3.375629,1.50,0.50,1.900
1022,connector,-1.834,-32.263,40.485335737,-80.332446860,3.112471,1.50,0.50,1.900
1023,connector,-2.332,-32.248,40.485335868,-80.332452746,2.849313,1.50,0.50,1.900
1024,connector,-2.810,-32.104,40.485337167,-80.332458385,2.586155,1.50,0.50,1.900
1025,connector,-3.233,-31.842,40.485339546,-80.332463388,2.322997,1.50,0.50,1.900
1026,connector,-3.574,-31.477,40.485342839,-80.332467412,2.059840,1.50,0.50,1.900
1027,connector,-3.808,-31.037,40.485346821,-80.332470178,1.796682,1.50,0.50,1.900
1028,connector,-3.920,-30.551,40.485351216,-80.332471497,1.533524,1.50,0.50,1.900
1029,connector,-3.901,-30.053,40.485355723,-80.332471277,1.270366,1.50,0.50,1.900
1030,connector,-3.754,-29.577,40.485360031,-80.332469535,1.047688,1.50,0.50,1.900
1031,connector,-3.581,-29.278,40.485362741,-80.332467495,1.088169,1.50,0.50,10.429
1032,connector,-3.350,-28.836,40.485366736,-80.332464762,1.351326,1.50,0.50,1.900
1033,connector,-3.241,-28.349,40.485371138,-80.332463480,1.614484,1.50,0.50,1.900
1034,connector,-3.263,-27.851,40.485375644,-80.332463737,1.789328,1.50,0.50,1.900
1035,connector,-3.298,-27.691,40.485377095,-80.332464158,1.832593,1.50,0.50,7.593
1036,stripe,-3.426,-27.215,40.485381399,-80.332465664,1.832593,3.00,0.75,
1037,stripe,-3.553,-26.739,40.485385703,-80.332467169,1.832593,3.00,0.75,
1038,stripe,-3.681,-26.263,40.485390008,-80.332468675,1.832593,3.00,0.75,
1039,stripe,-3.808,-25.788,40.485394312,-80.332470181,1.832593,3.00,0.75,
1040,stripe,-3.936,-25.312,40.485398616,-80.332471687,1.832593,3.00,0.75,
1041,stripe,-4.063,-24.836,40.485402920,-80.332473192,1.832593,3.00,0.75,
1042,stripe,-4.191,-24.360,40.485407224,-80.332474698,1.832593,3.00,0.75,
1043,stripe,-4.318,-23.885,40.485411529,-80.332476204,1.832593,3.00,0.75,
1044,stripe,-4.446,-23.409,40.485415833,-80.332477710,1.832593,3.00,0.75,
1045,stripe,-4.573,-22.933,40.485420137,-80.332479215,1.832593,3.00,0.75,
1046,stripe,-4.701,-22.457,40.485424441,-80.332480721,1.832593,3.00,0.75,
1047,stripe,-4.828,-21.981,40.485428746,-80.332482227,1.832593,3.00,0.75,
1048,stripe,-4.956,-21.506,40.485433050,-80.332483733,1.832593,3.00,0.75,
1049,stripe,-5.083,-21.030,40.485437354,-80.332485238,1.832593,3.00,0.75,
1050,stripe,-5.211,-20.554,40.485441658,-80.332486744,1.832593,3.00,0.75,
1051,stripe,-5.338,-20.078,40.485445962,-80.332488250,1.832593,3.00,0.75,
1052,stripe,-5.466,-19.602,40.485450267,-80.332489756,1.832593,3.00,0.75,
1053,stripe,-5.593,-19.127,40.485454571,-80.332491261,1.832593,3.00,0.75,
1054,stripe,-5.721,-18.651,40.485458875,-80.332492767,1.832593,3.00,0.75,
1055,stripe,-5.848,-18.175,40.485463179,-80.332494273,1.832593,3.00,0.75,
1056,stripe,-5.976,-17.699,40.485467484,-80.332495779,1.832593,3.00,0.75,
1057,stripe,-6.103,-17.223,40.485471788,-80.332497284,1.832593,3.00,0.75,
1058,stripe,-6.231,-16.748,40.485476092,-80.332498790,1.832593,3.00,0.75,
1059,stripe,-6.358,-16.272,40.485480396,-80.332500296,1.832593,3.00,0.75,
1060,stripe,-6.486,-15.796,40.485484700,-80.332501801,1.832593,3.00,0.75,
1061,stripe,-6.613,-15.320,40.485489005,-80.332503307,1.832593,3.00,0.75,
1062,stripe,-6.741,-14.845,40.485493309,-80.332504813,1.832593,3.00,0.75,
1063,stripe,-6.868,-14.369,40.485497613,-80.332506319,1.832593,3.00,0.75,
1064,stripe,-6.996,-13.893,40.485501917,-80.332507824,1.832593,3.00,0.75,
1065,stripe,-7.123,-13.417,40.485506221,-80.332509330,1.832593,3.00,0.75,
1066,stripe,-7.250,-12.941,40.485510526,-80.332510836,1.832593,3.00,0.75,
1067,stripe,-7.378,-12.466,40.485514830,-80.332512342,1.832593,3.00,0.75,
1068,stripe,-7.505,-11.990,40.485519134,-80.332513847,1.832593,3.00,0.75,
1069,stripe,-7.633,-11.514,40.485523438,-80.332515353,1.832593,3.00,0.75,
1070,stripe,-7.760,-11.038,40.485527742,-80.332516859,1.832593,3.00,0.75,
1071,stripe,-7.888,-10.562,40.485532047,-80.332518365,1.832593,3.00,0.75,
1072,stripe,-8.015,-10.087,40.485536351,-80.332519870,1.832593,3.00,0.75,
1073,stripe,-8.143,-9.611,40.485540655,-80.332521376,1.832593,3.00,0.75,
1074,stripe,-8.270,-9.135,40.485544959,-80.332522882,1.832593,3.00,0.75,
1075,stripe,-8.398,-8.659,40.485549264,-80.332524388,1.832593,3.00,0.75,
1076,stripe,-8.525,-8.184,40.485553568,-80.332525893,1.832593,3.00,0.75,
1077,stripe,-8.653,-7.708,40.485557872,-80.332527399,1.701014,3.00,0.75,3.769
1078,connector,-8.718,-7.213,40.485562344,-80.332528164,1.437856,1.50,0.50,1.900
1079,connector,-8.651,-6.719,40.485566814,-80.332527383,1.174698,1.50,0.50,1.900
1080,connector,-8.459,-6.259,40.485570975,-80.332525111,0.988194,1.50,0.50,1.900
1081,connector,-8.344,-6.085,40.485572551,-80.332523756,1.064847,1.50,0.50,4.614
1082,connector,-8.103,-5.649,40.485576496,-80.332520902,1.328005,1.50,0.50,1.900
1083,connector,-7.983,-5.165,40.485580874,-80.332519486,1.591163,1.50,0.50,1.900
1084,connector,-7.993,-4.667,40.485585384,-80.332519606,1.854321,1.50,0.50,1.900
1085,connector,-8.132,-4.188,40.485589714,-80.332521253,2.117479,1.50,0.50,1.900
1086,connector,-8.392,-3.762,40.485593567,-80.332524314,2.380636,1.50,0.50,1.900
1087,connector,-8.753,-3.418,40.485596677,-80.332528579,2.643794,1.50,0.50,1.900
1088,connector,-9.191,-3.180,40.485598831,-80.332533753,2.906952,1.50,0.50,1.900
1089,connector,-9.676,-3.064,40.485599879,-80.332539480,3.170110,1.50,0.50,1.900
1090,connector,-10.174,-3.078,40.485599751,-80.332545366,3.433268,1.50,0.50,1.900
1091,connector,-10.652,-3.222,40.485598454,-80.332551006,3.696426,1.50,0.50,1.900
1092,connector,-11.075,-3.484,40.485596078,-80.332556011,3.959584,1.50,0.50,1.900
1093,connector,-11.416,-3.848,40.485592786,-80.332560037,4.222742,1.50,0.50,1.900
1094,connector,-11.651,-4.288,40.485588806,-80.332562806,4.485900,1.50,0.50,1.900
1095,connector,-11.763,-4.774,40.485584411,-80.332564128,4.749057,1.50,0.50,1.900
1096,connector,-11.744,-5.272,40.485579904,-80.332563913,5.012215,1.50,0.50,1.900
1097,connector,-11.597,-5.749,40.485575595,-80.332562173,5.275373,1.50,0.50,1.900
1098,connector,-11.331,-6.170,40.485571781,-80.332559031,5.538531,1.50,0.50,1.900
1099,connector,-10.964,-6.508,40.485568724,-80.332554701,5.761244,1.50,0.50,1.900
1100,connector,-10.665,-6.681,40.485567164,-80.332551160,5.720799,1.50,0.50,10.440
1101,connector,-10.243,-6.946,40.485564759,-80.332546178,5.457641,1.50,0.50,1.900
1102,connector,-9.905,-7.313,40.485561445,-80.332542185,5.194483,1.50,0.50,1.900
1103,connector,-9.674,-7.755,40.485557449,-80.332539455,5.018546,1.50,0.50,1.900
1104,connector,-9.623,-7.915,40.485555995,-80.332538855,4.974187,1.50,0.50,7.482
1105,stripe,-9.495,-8.394,40.485551668,-80.332537341,4.974187,3.00,0.75,
1106,stripe,-9.366,-8.872,40.485547340,-80.332535827,4.974187,3.00,0.75,
1107,stripe,-9.238,-9.350,40.485543013,-80.332534313,4.974187,3.00,0.75,
1108,stripe,-9.110,-9.829,40.485538685,-80.332532800,4.974187,3.00,0.75,
1109,stripe,-8.982,-10.307,40.485534358,-80.332531286,4.974187,3.00,0.75,
1110,stripe,-8.854,-10.785,40.485530031,-80.332529772,4.974187,3.00,0.75,
1111,stripe,-8.726,-11.264,40.485525703,-80.332528258,4.974187,3.00,0.75,
1112,stripe,-8.597,-11.742,40.485521376,-80.332526744,4.974187,3.00,0.75,
1113,stripe,-8.469,-12.220,40.485517048,-80.332525230,4.974187,3.00,0.75,
1114,stripe,-8.341,-12.699,40.485512721,-80.332523716,4.974187,3.00,0.75,
1115,stripe,-8.213,-13.177,40.485508394,-80.332522203,4.974187,3.00,0.75,
1116,stripe,-8.085,-13.655,40.485504066,-80.332520689,4.974187,3.00,0.75,
1117,stripe,-7.957,-14.134,40.485499739,-80.332519175,4.974187,3.00,0.75,
1118,stripe,-7.828,-14.612,40.485495411,-80.332517661,4.974187,3.00,0.75,
1119,stripe,-7.700,-15.090,40.485491084,-80.332516147,4.974187,3.00,0.75,
1120,stripe,-7.572,-15.569,40.485486757,-80.332514633,4.974187,3.00,0.75,
1121,stripe,-7.444,-16.047,40.485482429,-80.332513119,4.974187,3.00,0.75,
1122,stripe,-7.316,-16.526,40.485478102,-80.332511606,4.974187,3.00,0.75,
