waypoint,kind,east_m,north_m,lat,lon,yaw_rad,lookahead_m,speed_mps,local_radius_m
487,connector,2.882,-27.498,40.485378841,-80.332391165,0.390535,1.50,0.50,1.900
488,connector,3.343,-27.308,40.485380558,-80.332385720,0.653693,1.50,0.50,1.900
489,connector,3.738,-27.005,40.485383301,-80.332381045,0.916851,1.50,0.50,1.900
490,connector,4.042,-26.609,40.485386881,-80.332377463,1.180009,1.50,0.50,1.900
491,connector,4.232,-26.148,40.485391051,-80.332375220,1.443166,1.50,0.50,1.900
492,connector,4.295,-25.654,40.485395524,-80.332374471,1.703670,1.50,0.50,1.900
493,connector,4.230,-25.169,40.485399905,-80.332375235,1.832595,1.50,0.50,3.787
494,stripe,4.104,-24.699,40.485404162,-80.332376724,1.832595,3.00,0.75,
495,stripe,3.978,-24.228,40.485408419,-80.332378213,1.832595,3.00,0.75,
496,stripe,3.852,-23.758,40.485412676,-80.332379703,1.832595,3.00,0.75,
497,stripe,3.726,-23.287,40.485416933,-80.332381192,1.832595,3.00,0.75,
498,stripe,3.600,-22.817,40.485421190,-80.332382681,1.832595,3.00,0.75,
499,stripe,3.474,-22.346,40.485425447,-80.332384170,1.832595,3.00,0.75,
500,stripe,3.348,-21.875,40.485429704,-80.332385660,1.832595,3.00,0.75,
501,stripe,3.222,-21.405,40.485433961,-80.332387149,1.832595,3.00,0.75,
502,stripe,3.096,-20.934,40.485438218,-80.332388638,1.832595,3.00,0.75,
503,stripe,2.969,-20.464,40.485442475,-80.332390127,1.832595,3.00,0.75,
504,stripe,2.843,-19.993,40.485446732,-80.332391616,1.832595,3.00,0.75,
505,stripe,2.717,-19.523,40.485450989,-80.332393106,1.832595,3.00,0.75,
506,stripe,2.591,-19.052,40.485455246,-80.332394595,1.832595,3.00,0.75,
507,stripe,2.465,-18.581,40.485459503,-80.332396084,1.832595,3.00,0.75,
508,stripe,2.339,-18.111,40.485463760,-80.332397573,1.832595,3.00,0.75,
509,stripe,2.213,-17.640,40.485468017,-80.332399063,1.832595,3.00,0.75,
510,stripe,2.087,-17.170,40.485472274,-80.332400552,1.832595,3.00,0.75,
511,stripe,1.961,-16.699,40.485476531,-80.332402041,1.832595,3.00,0.75,
512,stripe,1.835,-16.229,40.485480787,-80.332403530,1.832595,3.00,0.75,
513,stripe,1.709,-15.758,40.485485044,-80.332405019,1.832595,3.00,0.75,
514,stripe,1.583,-15.288,40.485489301,-80.332406509,1.832595,3.00,0.75,
515,stripe,1.456,-14.817,40.485493558,-80.332407998,1.832595,3.00,0.75,
516,stripe,1.330,-14.346,40.485497815,-80.332409487,1.832595,3.00,0.75,
517,stripe,1.204,-13.876,40.485502072,-80.332410976,1.832595,3.00,0.75,
518,stripe,1.078,-13.405,40.485506329,-80.332412466,1.832595,3.00,0.75,
519,stripe,0.952,-12.935,40.485510586,-80.332413955,1.832595,3.00,0.75,
520,stripe,0.826,-12.464,40.485514843,-80.332415444,1.832595,3.00,0.75,
521,stripe,0.700,-11.994,40.485519100,-80.332416933,1.832595,3.00,0.75,
522,stripe,0.574,-11.523,40.485523357,-80.332418422,1.832595,3.00,0.75,
523,stripe,0.448,-11.052,40.485527614,-80.332419912,1.832595,3.00,0.75,
524,stripe,0.322,-10.582,40.485531871,-80.332421401,1.832595,3.00,0.75,
525,stripe,0.196,-10.111,40.485536128,-80.332422890,1.832595,3.00,0.75,
526,stripe,0.069,-9.641,40.485540385,-80.332424379,1.832595,3.00,0.75,
527,stripe,-0.057,-9.170,40.485544642,-80.332425869,1.832595,3.00,0.75,
528,stripe,-0.183,-8.700,40.485548899,-80.332427358,1.832595,3.00,0.75,
529,stripe,-0.309,-8.229,40.485553156,-80.332428847,1.964174,3.00,0.75,3.748
530,connector,-0.500,-7.769,40.485557322,-80.332431104,2.227332,1.50,0.50,1.900
531,connector,-0.804,-7.374,40.485560894,-80.332434698,2.490490,1.50,0.50,1.900
532,connector,-1.201,-7.071,40.485563628,-80.332439382,2.753647,1.50,0.50,1.900
533,connector,-1.662,-6.883,40.485565334,-80.332444833,3.016805,1.50,0.50,1.900
534,connector,-2.157,-6.821,40.485565895,-80.332450676,3.279963,1.50,0.50,1.900
535,connector,-2.651,-6.890,40.485565273,-80.332456508,3.501955,1.50,0.50,1.900
536,connector,-2.972,-7.011,40.485564179,-80.332460300,3.460789,1.50,0.50,10.224
537,connector,-3.445,-7.167,40.485562763,-80.332465891,3.197631,1.50,0.50,1.900
538,connector,-3.943,-7.195,40.485562511,-80.332471770,2.934473,1.50,0.50,1.900
539,connector,-4.431,-7.092,40.485563438,-80.332477533,2.671315,1.50,0.50,1.900
540,connector,-4.875,-6.867,40.485565482,-80.332482782,2.408157,1.50,0.50,1.900
541,connector,-5.246,-6.533,40.485568501,-80.332487157,2.144999,1.50,0.50,1.900
542,connector,-5.516,-6.114,40.485572288,-80.332490355,1.881842,1.50,0.50,1.900
543,connector,-5.669,-5.640,40.485576582,-80.332492157,1.618684,1.50,0.50,1.900
544,connector,-5.693,-5.142,40.485581087,-80.332492439,1.355526,1.50,0.50,1.900
545,connector,-5.586,-4.654,40.485585493,-80.332491181,1.092368,1.50,0.50,1.900
546,connector,-5.357,-4.212,40.485589497,-80.332488470,0.829210,1.50,0.50,1.900
547,connector,-5.020,-3.844,40.485592823,-80.332484493,0.566052,1.50,0.50,1.900
548,connector,-4.599,-3.577,40.485595242,-80.332479523,0.302894,1.50,0.50,1.900
549,connector,-4.123,-3.428,40.485596587,-80.332473902,0.039736,1.50,0.50,1.900
550,connector,-3.625,-3.408,40.485596766,-80.332468019,6.059764,1.50,0.50,1.900
551,connector,-3.139,-3.519,40.485595767,-80.332462276,5.796606,1.50,0.50,1.900
552,connector,-2.698,-3.752,40.485593658,-80.332457071,5.533448,1.50,0.50,1.900
553,connector,-2.334,-4.092,40.485590584,-80.332452762,5.270290,1.50,0.50,1.900
554,connector,-2.070,-4.515,40.485586758,-80.332449644,5.007132,1.50,0.50,1.900
555,connector,-1.925,-4.992,40.485582442,-80.332447934,4.743974,1.50,0.50,1.900
556,connector,-1.909,-5.490,40.485577934,-80.332447748,4.601276,1.50,0.50,1.900
557,connector,-1.914,-5.532,40.485577554,-80.332447803,4.721735,1.50,0.50,2.249
558,connector,-1.909,-6.031,40.485573044,-80.332447748,4.913750,1.50,0.50,1.900
559,connector,-1.863,-6.255,40.485571010,-80.332447206,4.974186,1.50,0.50,6.018
560,stripe,-1.734,-6.736,40.485566661,-80.332445685,4.974186,3.00,0.75,
561,stripe,-1.606,-7.217,40.485562312,-80.332444163,4.974186,3.00,0.75,
562,stripe,-1.477,-7.698,40.485557963,-80.332442642,4.974186,3.00,0.75,
563,stripe,-1.348,-8.178,40.485553614,-80.332441120,4.974186,3.00,0.75,
564,stripe,-1.219,-8.659,40.485549265,-80.332439599,4.974186,3.00,0.75,
565,stripe,-1.090,-9.140,40.485544917,-80.332438078,4.974186,3.00,0.75,
566,stripe,-0.962,-9.621,40.485540568,-80.332436556,4.974186,3.00,0.75,
567,stripe,-0.833,-10.101,40.485536219,-80.332435035,4.974186,3.00,0.75,
568,stripe,-0.704,-10.582,40.485531870,-80.332433514,4.974186,3.00,0.75,
569,stripe,-0.575,-11.063,40.485527521,-80.332431992,4.974186,3.00,0.75,
570,stripe,-0.446,-11.543,40.485523172,-80.332430471,4.974186,3.00,0.75,
571,stripe,-0.317,-12.024,40.485518823,-80.332428949,4.974186,3.00,0.75,
572,stripe,-0.189,-12.505,40.485514474,-80.332427428,4.974186,3.00,0.75,
573,stripe,-0.060,-12.986,40.485510125,-80.332425907,4.974186,3.00,0.75,
574,stripe,0.069,-13.466,40.485505777,-80.332424385,4.974186,3.00,0.75,
575,stripe,0.198,-13.947,40.485501428,-80.332422864,4.974186,3.00,0.75,
576,stripe,0.327,-14.428,40.485497079,-80.332421343,4.974186,3.00,0.75,
577,stripe,0.455,-14.909,40.485492730,-80.332419821,4.974186,3.00,0.75,
578,stripe,0.584,-15.389,40.485488381,-80.332418300,4.974186,3.00,0.75,
579,stripe,0.713,-15.870,40.485484032,-80.332416779,4.974186,3.00,0.75,
580,stripe,0.842,-16.351,40.485479683,-80.332415257,4.974186,3.00,0.75,
581,stripe,0.971,-16.831,40.485475334,-80.332413736,4.974186,3.00,0.75,
582,stripe,1.099,-17.312,40.485470985,-80.332412214,4.974186,3.00,0.75,
583,stripe,1.228,-17.793,40.485466636,-80.332410693,4.974186,3.00,0.75,
584,stripe,1.357,-18.274,40.485462287,-80.332409172,4.974186,3.00,0.75,
585,stripe,1.486,-18.754,40.485457939,-80.332407650,4.974186,3.00,0.75,
586,stripe,1.615,-19.235,40.485453590,-80.332406129,4.974186,3.00,0.75,
587,stripe,1.743,-19.716,40.485449241,-80.332404607,4.974186,3.00,0.75,
588,stripe,1.872,-20.197,40.485444892,-80.332403086,4.974186,3.00,0.75,
589,stripe,2.001,-20.677,40.485440543,-80.332401565,4.974186,3.00,0.75,
590,stripe,2.130,-21.158,40.485436194,-80.332400043,4.974186,3.00,0.75,
591,stripe,2.259,-21.639,40.485431845,-80.332398522,4.974186,3.00,0.75,
592,stripe,2.388,-22.119,40.485427496,-80.332397001,4.974186,3.00,0.75,
593,stripe,2.516,-22.600,40.485423147,-80.332395479,4.974186,3.00,0.75,
594,stripe,2.645,-23.081,40.485418799,-80.332393958,4.974186,3.00,0.75,
595,stripe,2.774,-23.562,40.485414450,-80.332392437,4.974186,3.00,0.75,
596,stripe,2.903,-24.042,40.485410101,-80.332390915,4.974186,3.00,0.75,
597,stripe,3.032,-24.523,40.485405752,-80.332389394,4.974186,3.00,0.75,
598,stripe,3.160,-25.004,40.485401403,-80.332387872,4.974186,3.00,0.75,
599,stripe,3.289,-25.485,40.485397054,-80.332386351,5.105765,3.00,0.75,3.788
600,connector,3.480,-25.945,40.485392888,-80.332384094,5.368923,1.50,0.50,1.900
601,connector,3.785,-26.340,40.485389316,-80.332380500,5.632081,1.50,0.50,1.900
602,connector,4.181,-26.642,40.485386582,-80.332375816,5.819645,1.50,0.50,1.900
603,connector,4.371,-26.737,40.485385722,-80.332373570,5.744050,1.50,0.50,4.706
604,connector,4.799,-26.993,40.485383407,-80.332368516,5.480892,1.50,0.50,1.900
605,connector,5.146,-27.352,40.485380164,-80.332364423,5.217735,1.50,0.50,1.900
606,connector,5.387,-27.788,40.485376218,-80.332361573,4.954577,1.50,0.50,1.900
607,connector,5.507,-28.272,40.485371839,-80.332360161,4.691419,1.50,0.50,1.900
608,connector,5.496,-28.770,40.485367330,-80.332360284,4.428261,1.50,0.50,1.900
609,connector,5.356,-29.249,40.485363000,-80.332361935,4.165103,1.50,0.50,1.900
610,connector,5.097,-29.675,40.485359149,-80.332364999,3.901945,1.50,0.50,1.900
611,connector,4.736,-30.018,40.485356041,-80.332369266,3.638787,1.50,0.50,1.900
612,connector,4.298,-30.256,40.485353889,-80.332374441,3.375629,1.50,0.50,1.900
613,connector,3.813,-30.372,40.485352843,-80.332380169,3.112471,1.50,0.50,1.900
614,connector,3.314,-30.357,40.485352975,-80.332386055,2.849313,1.50,0.50,1.900
615,connector,2.837,-30.213,40.485354274,-80.332391694,2.586156,1.50,0.50,1.900
616,connector,2.413,-29.951,40.485356653,-80.332396697,2.322998,1.50,0.50,1.900
617,connector,2.073,-29.586,40.485359946,-80.332400720,2.059840,1.50,0.50,1.900
618,connector,1.838,-29.146,40.485363927,-80.332403487,1.796682,1.50,0.50,1.900
619,connector,1.727,-28.660,40.485368323,-80.332404806,1.533524,1.50,0.50,1.900
620,connector,1.745,-28.162,40.485372830,-80.332404586,1.270366,1.50,0.50,1.900
621,connector,1.893,-27.686,40.485377138,-80.332402844,1.047670,1.50,0.50,1.900
622,connector,2.066,-27.387,40.485379848,-80.332400803,1.088131,1.50,0.50,10.435
623,connector,2.297,-26.945,40.485383843,-80.332398070,1.351289,1.50,0.50,1.900
624,connector,2.406,-26.458,40.485388245,-80.332396788,1.614447,1.50,0.50,1.900
625,connector,2.384,-25.960,40.485392751,-80.332397045,1.789310,1.50,0.50,1.900
626,connector,2.348,-25.800,40.485394203,-80.332397466,1.832593,1.50,0.50,7.541
627,stripe,2.222,-25.328,40.485398470,-80.332398959,1.832593,3.00,0.75,
628,stripe,2.095,-24.856,40.485402736,-80.332400451,1.832593,3.00,0.75,
629,stripe,1.969,-24.385,40.485407003,-80.332401944,1.832593,3.00,0.75,
630,stripe,1.843,-23.913,40.485411269,-80.332403436,1.832593,3.00,0.75,
631,stripe,1.716,-23.442,40.485415536,-80.332404929,1.832593,3.00,0.75,
632,stripe,1.590,-22.970,40.485419803,-80.332406422,1.832593,3.00,0.75,
633,stripe,1.464,-22.498,40.485424069,-80.332407914,1.832593,3.00,0.75,
634,stripe,1.337,-22.027,40.485428336,-80.332409407,1.832593,3.00,0.75,
635,stripe,1.211,-21.555,40.485432602,-80.332410899,1.832593,3.00,0.75,
636,stripe,1.084,-21.083,40.485436869,-80.332412392,1.832593,3.00,0.75,
637,stripe,0.958,-20.612,40.485441136,-80.332413884,1.832593,3.00,0.75,
638,stripe,0.832,-20.140,40.485445402,-80.332415377,1.832593,3.00,0.75,
639,stripe,0.705,-19.669,40.485449669,-80.332416870,1.832593,3.00,0.75,
640,stripe,0.579,-19.197,40.485453936,-80.332418362,1.832593,3.00,0.75,
641,stripe,0.453,-18.725,40.485458202,-80.332419855,1.832593,3.00,0.75,
642,stripe,0.326,-18.254,40.485462469,-80.332421347,1.832593,3.00,0.75,
643,stripe,0.200,-17.782,40.485466735,-80.332422840,1.832593,3.00,0.75,
644,stripe,0.073,-17.310,40.485471002,-80.332424333,1.832593,3.00,0.75,
645,stripe,-0.053,-16.839,40.485475269,-80.332425825,1.832593,3.00,0.75,
646,stripe,-0.179,-16.367,40.485479535,-80.332427318,1.832593,3.00,0.75,
647,stripe,-0.306,-15.895,40.485483802,-80.332428810,1.832593,3.00,0.75,
648,stripe,-0.432,-15.424,40.485488068,-80.332430303,1.832593,3.00,0.75,
649,stripe,-0.558,-14.952,40.485492335,-80.332431795,1.832593,3.00,0.75,
650,stripe,-0.685,-14.481,40.485496602,-80.332433288,1.832593,3.00,0.75,
651,stripe,-0.811,-14.009,40.485500868,-80.332434781,1.832593,3.00,0.75,
652,stripe,-0.938,-13.537,40.485505135,-80.332436273,1.832593,3.00,0.75,
653,stripe,-1.064,-13.066,40.485509401,-80.332437766,1.832593,3.00,0.75,
654,stripe,-1.190,-12.594,40.485513668,-80.332439258,1.832593,3.00,0.75,
655,stripe,-1.317,-12.122,40.485517935,-80.332440751,1.832593,3.00,0.75,
656,stripe,-1.443,-11.651,40.485522201,-80.332442244,1.832593,3.00,0.75,
657,stripe,-1.569,-11.179,40.485526468,-80.332443736,1.832593,3.00,0.75,
658,stripe,-1.696,-10.708,40.485530735,-80.332445229,1.832593,3.00,0.75,
659,stripe,-1.822,-10.236,40.485535001,-80.332446721,1.832593,3.00,0.75,
660,stripe,-1.949,-9.764,40.485539268,-80.332448214,1.832593,3.00,0.75,
661,stripe,-2.075,-9.293,40.485543534,-80.332449706,1.832593,3.00,0.75,
662,stripe,-2.201,-8.821,40.485547801,-80.332451199,1.832593,3.00,0.75,
663,stripe,-2.328,-8.349,40.485552068,-80.332452692,1.832593,3.00,0.75,
664,stripe,-2.454,-7.878,40.485556334,-80.332454184,1.832593,3.00,0.75,
665,stripe,-2.580,-7.406,40.485560601,-80.332455677,1.832593,3.00,0.75,
666,stripe,-2.707,-6.934,40.485564867,-80.332457169,1.832593,3.00,0.75,
667,stripe,-2.833,-6.463,40.485569134,-80.332458662,1.701015,3.00,0.75,3.753
668,connector,-2.898,-5.968,40.485573606,-80.332459427,1.437857,1.50,0.50,1.900
669,connector,-2.832,-5.474,40.485578076,-80.332458646,1.174699,1.50,0.50,1.900
670,connector,-2.639,-5.014,40.485582237,-80.332456374,0.988200,1.50,0.50,1.900
671,connector,-2.525,-4.840,40.485583813,-80.332455019,1.064858,1.50,0.50,4.614
672,connector,-2.283,-4.404,40.485587758,-80.332452165,1.328016,1.50,0.50,1.900
673,connector,-2.163,-3.920,40.485592136,-80.332450749,1.591174,1.50,0.50,1.900
674,connector,-2.173,-3.422,40.485596646,-80.332450869,1.854332,1.50,0.50,1.900
675,connector,-2.313,-2.943,40.485600976,-80.332452517,2.117490,1.50,0.50,1.900
676,connector,-2.572,-2.517,40.485604829,-80.332455578,2.380648,1.50,0.50,1.900
677,connector,-2.933,-2.173,40.485607939,-80.332459842,2.643806,1.50,0.50,1.900
678,connector,-3.371,-1.935,40.485610092,-80.332465016,2.906964,1.50,0.50,1.900
679,connector,-3.856,-1.819,40.485611141,-80.332470743,3.170122,1.50,0.50,1.900
680,connector,-4.354,-1.834,40.485611012,-80.332476629,3.433279,1.50,0.50,1.900
681,connector,-4.832,-1.977,40.485609715,-80.332482269,3.696437,1.50,0.50,1.900
682,connector,-5.256,-2.240,40.485607339,-80.332487274,3.959595,1.50,0.50,1.900
683,connector,-5.596,-2.603,40.485604048,-80.332491300,4.222753,1.50,0.50,1.900
684,connector,-5.831,-3.043,40.485600067,-80.332494070,4.485911,1.50,0.50,1.900
685,connector,-5.943,-3.529,40.485595672,-80.332495392,4.749069,1.50,0.50,1.900
686,connector,-5.925,-4.027,40.485591165,-80.332495176,5.012227,1.50,0.50,1.900
687,connector,-5.777,-4.504,40.485586856,-80.332493437,5.275385,1.50,0.50,1.900
688,connector,-5.511,-4.925,40.485583042,-80.332490294,5.538543,1.50,0.50,1.900
689,connector,-5.145,-5.263,40.485579986,-80.332485964,5.761242,1.50,0.50,1.900
690,connector,-4.845,-5.436,40.485578426,-80.332482424,5.720783,1.50,0.50,10.435
691,connector,-4.423,-5.702,40.485576021,-80.332477442,5.457625,1.50,0.50,1.900
692,connector,-4.085,-6.068,40.485572706,-80.332473449,5.194467,1.50,0.50,1.900
693,connector,-3.854,-6.510,40.485568710,-80.332470719,5.018540,1.50,0.50,1.900
694,connector,-3.803,-6.670,40.485567257,-80.332470119,4.974191,1.50,0.50,7.436
695,stripe,-3.676,-7.145,40.485562967,-80.332468618,4.974191,3.00,0.75,
696,stripe,-3.549,-7.619,40.485558676,-80.332467117,4.974191,3.00,0.75,
697,stripe,-3.422,-8.093,40.485554386,-80.332465616,4.974191,3.00,0.75,
698,stripe,-3.295,-8.567,40.485550096,-80.332464115,4.974191,3.00,0.75,
699,stripe,-3.168,-9.042,40.485545805,-80.332462614,4.974191,3.00,0.75,
700,stripe,-3.041,-9.516,40.485541515,-80.332461113,4.974191,3.00,0.75,
701,stripe,-2.914,-9.990,40.485537224,-80.332459613,4.974191,3.00,0.75,
702,stripe,-2.787,-10.464,40.485532934,-80.332458112,4.974191,3.00,0.75,
703,stripe,-2.659,-10.939,40.485528644,-80.332456611,4.974191,3.00,0.75,
704,stripe,-2.532,-11.413,40.485524353,-80.332455110,4.974191,3.00,0.75,
705,stripe,-2.405,-11.887,40.485520063,-80.332453609,4.974191,3.00,0.75,
706,stripe,-2.278,-12.361,40.485515773,-80.332452108,4.974191,3.00,0.75,
707,stripe,-2.151,-12.836,40.485511482,-80.332450607,4.974191,3.00,0.75,
708,stripe,-2.024,-13.310,40.485507192,-80.332449106,4.974191,3.00,0.75,
709,stripe,-1.897,-13.784,40.485502902,-80.332447605,4.974191,3.00,0.75,
710,stripe,-1.770,-14.258,40.485498611,-80.332446104,4.974191,3.00,0.75,
711,stripe,-1.643,-14.733,40.485494321,-80.332444603,4.974191,3.00,0.75,
712,stripe,-1.516,-15.207,40.485490030,-80.332443102,4.974191,3.00,0.75,
713,stripe,-1.389,-15.681,40.485485740,-80.332441601,4.974191,3.00,0.75,
714,stripe,-1.262,-16.155,40.485481450,-80.332440100,4.974191,3.00,0.75,
715,stripe,-1.134,-16.630,40.485477159,-80.332438600,4.974191,3.00,0.75,
716,stripe,-1.007,-17.104,40.485472869,-80.332437099,4.974191,3.00,0.75,
717,stripe,-0.880,-17.578,40.485468579,-80.332435598,4.974191,3.00,0.75,
718,stripe,-0.753,-18.052,40.485464288,-80.332434097,4.974191,3.00,0.75,
719,stripe,-0.626,-18.527,40.485459998,-80.332432596,4.974191,3.00,0.75,
720,stripe,-0.499,-19.001,40.485455707,-80.332431095,4.974191,3.00,0.75,
721,stripe,-0.372,-19.475,40.485451417,-80.332429594,4.974191,3.00,0.75,
722,stripe,-0.245,-19.950,40.485447127,-80.332428093,4.974191,3.00,0.75,
723,stripe,-0.118,-20.424,40.485442836,-80.332426592,4.974191,3.00,0.75,
724,stripe,0.009,-20.898,40.485438546,-80.332425091,4.974191,3.00,0.75,
725,stripe,0.136,-21.372,40.485434256,-80.332423590,4.974191,3.00,0.75,
726,stripe,0.263,-21.847,40.485429965,-80.332422089,4.974191,3.00,0.75,
727,stripe,0.390,-22.321,40.485425675,-80.332420588,4.974191,3.00,0.75,
728,stripe,0.518,-22.795,40.485421385,-80.332419087,4.974191,3.00,0.75,
729,stripe,0.645,-23.269,40.485417094,-80.332417587,4.974191,3.00,0.75,
730,stripe,0.772,-23.744,40.485412804,-80.332416086,4.974191,3.00,0.75,
731,stripe,0.899,-24.218,40.485408513,-80.332414585,4.974191,3.00,0.75,
732,stripe,1.026,-24.692,40.485404223,-80.332413084,4.974191,3.00,0.75,
733,stripe,1.153,-25.166,40.485399933,-80.332411583,4.974191,3.00,0.75,
734,stripe,1.280,-25.641,40.485395642,-80.332410082,4.974191,3.00,0.75,
735,stripe,1.407,-26.115,40.485391352,-80.332408581,5.105770,3.00,0.75,3.763
736,connector,1.598,-26.575,40.485387186,-80.332406324,5.368928,1.50,0.50,1.900
737,connector,1.902,-26.970,40.485383614,-80.332402730,5.632086,1.50,0.50,1.900
738,connector,2.299,-27.272,40.485380880,-80.332398046,5.819647,1.50,0.50,1.900
739,connector,2.489,-27.367,40.485380020,-80.332395800,5.744051,1.50,0.50,4.705
740,connector,2.917,-27.623,40.485377705,-80.332390746,5.480893,1.50,0.50,1.900
741,connector,3.264,-27.982,40.485374462,-80.332386653,5.217735,1.50,0.50,1.900
742,connector,3.505,-28.418,40.485370516,-80.332383803,4.954577,1.50,0.50,1.900
743,connector,3.625,-28.902,40.485366137,-80.332382391,4.691419,1.50,0.50,1.900
744,connector,3.614,-29.401,40.485361628,-80.332382514,4.428262,1.50,0.50,1.900
745,connector,3.474,-29.879,40.485357298,-80.332384165,4.165104,1.50,0.50,1.900
746,connector,3.215,-30.305,40.485353447,-80.332387229,3.901946,1.50,0.50,1.900
747,connector,2.854,-30.648,40.485350339,-80.332391496,3.638788,1.50,0.50,1.900
748,connector,2.415,-30.886,40.485348187,-80.332396671,3.375630,1.50,0.50,1.900
749,connector,1.930,-31.002,40.485347142,-80.332402399,3.112472,1.50,0.50,1.900
750,connector,1.432,-30.987,40.485347273,-80.332408285,2.849314,1.50,0.50,1.900
751,connector,0.955,-30.844,40.485348572,-80.332413924,2.586156,1.50,0.50,1.900
752,connector,0.531,-30.581,40.485350951,-80.332418927,2.322998,1.50,0.50,1.900
753,connector,0.190,-30.217,40.485354244,-80.332422950,2.059840,1.50,0.50,1.900
754,connector,-0.044,-29.777,40.485358226,-80.332425717,1.796683,1.50,0.50,1.900
755,connector,-0.155,-29.291,40.485362621,-80.332427036,1.533525,1.50,0.50,1.900
756,connector,-0.137,-28.793,40.485367128,-80.332426816,1.270367,1.50,0.50,1.900
757,connector,0.011,-28.316,40.485371436,-80.332425074,1.047689,1.50,0.50,1.900
758,connector,0.183,-28.017,40.485374146,-80.332423034,1.088169,1.50,0.50,10.429
759,connector,0.415,-27.575,40.485378141,-80.332420301,1.351327,1.50,0.50,1.900
760,connector,0.523,-27.089,40.485382543,-80.332419019,1.614485,1.50,0.50,1.900
761,connector,0.502,-26.591,40.485387049,-80.332419276,1.789329,1.50,0.50,1.900
762,connector,0.466,-26.430,40.485388500,-80.332419697,1.832594,1.50,0.50,7.606
763,stripe,0.338,-25.953,40.485392814,-80.332421206,1.832594,3.00,0.75,
764,stripe,0.210,-25.476,40.485397128,-80.332422715,1.832594,3.00,0.75,
765,stripe,0.083,-24.999,40.485401442,-80.332424225,1.832594,3.00,0.75,
766,stripe,-0.045,-24.523,40.485405757,-80.332425734,1.832594,3.00,0.75,
767,stripe,-0.173,-24.046,40.485410071,-80.332427243,1.832594,3.00,0.75,
768,stripe,-0.301,-23.569,40.485414385,-80.332428752,1.832594,3.00,0.75,
769,stripe,-0.429,-23.092,40.485418699,-80.332430262,1.832594,3.00,0.75,
770,stripe,-0.556,-22.615,40.485423013,-80.332431771,1.832594,3.00,0.75,
771,stripe,-0.684,-22.138,40.485427327,-80.332433280,1.832594,3.00,0.75,
772,stripe,-0.812,-21.661,40.485431641,-80.332434789,1.832594,3.00,0.75,
773,stripe,-0.940,-21.184,40.485435956,-80.332436298,1.832594,3.00,0.75,
774,stripe,-1.067,-20.707,40.485440270,-80.332437808,1.832594,3.00,0.75,
775,stripe,-1.195,-20.231,40.485444584,-80.332439317,1.832594,3.00,0.75,
776,stripe,-1.323,-19.754,40.485448898,-80.332440826,1.832594,3.00,0.75,
777,stripe,-1.451,-19.277,40.485453212,-80.332442335,1.832594,3.00,0.75,
778,stripe,-1.579,-18.800,40.485457526,-80.332443845,1.832594,3.00,0.75,
779,stripe,-1.706,-18.323,40.485461840,-80.332445354,1.832594,3.00,0.75,
780,stripe,-1.834,-17.846,40.485466155,-80.332446863,1.832594,3.00,0.75,
781,stripe,-1.962,-17.369,40.485470469,-80.332448372,1.832594,3.00,0.75,
782,stripe,-2.090,-16.892,40.485474783,-80.332449881,1.832594,3.00,0.75,
783,stripe,-2.217,-16.416,40.485479097,-80.332451391,1.832594,3.00,0.75,
784,stripe,-2.345,-15.939,40.485483411,-80.332452900,1.832594,3.00,0.75,
785,stripe,-2.473,-15.462,40.485487725,-80.332454409,1.832594,3.00,0.75,
786,stripe,-2.601,-14.985,40.485492040,-80.332455918,1.832594,3.00,0.75,
787,stripe,-2.729,-14.508,40.485496354,-80.332457427,1.832594,3.00,0.75,
788,stripe,-2.856,-14.031,40.485500668,-80.332458937,1.832594,3.00,0.75,
789,stripe,-2.984,-13.554,40.485504982,-80.332460446,1.832594,3.00,0.75,
790,stripe,-3.112,-13.077,40.485509296,-80.332461955,1.832594,3.00,0.75,
791,stripe,-3.240,-12.600,40.485513610,-80.332463464,1.832594,3.00,0.75,
792,stripe,-3.367,-12.124,40.485517924,-80.332464974,1.832594,3.00,0.75,
793,stripe,-3.495,-11.647,40.485522239,-80.332466483,1.832594,3.00,0.75,
794,stripe,-3.623,-11.170,40.485526553,-80.332467992,1.832594,3.00,0.75,
795,stripe,-3.751,-10.693,40.485530867,-80.332469501,1.832594,3.00,0.75,
796,stripe,-3.879,-10.216,40.485535181,-80.332471010,1.832594,3.00,0.75,
797,stripe,-4.006,-9.739,40.485539495,-80.332472520,1.832594,3.00,0.75,
798,stripe,-4.134,-9.262,40.485543809,-80.332474029,1.832594,3.00,0.75,
799,stripe,-4.262,-8.785,40.485548123,-80.332475538,1.832594,3.00,0.75,
800,stripe,-4.390,-8.308,40.485552438,-80.332477047,1.832594,3.00,0.75,
801,stripe,-4.518,-7.832,40.485556752,-80.332478557,1.832594,3.00,0.75,
802,stripe,-4.645,-7.355,40.485561066,-80.332480066,1.832594,3.00,0.75,
803,stripe,-4.773,-6.878,40.485565380,-80.332481575,1.701015,3.00,0.75,3.773
804,connector,-4.838,-6.383,40.485569852,-80.332482340,1.437857,1.50,0.50,1.900
805,connector,-4.772,-5.889,40.485574322,-80.332481559,1.174699,1.50,0.50,1.900
806,connector,-4.579,-5.429,40.485578483,-80.332479287,0.988195,1.50,0.50,1.900
807,connector,-4.465,-5.255,40.485580059,-80.332477932,1.064848,1.50,0.50,4.615
